PARAMETERNAMN,UNIK_PARAMETERKOD,PROV_KOD_ORIGINAL,RAPPORT_KOD_LABB,LABB,UTFOR_LABB,ORGAN,MATVARDETEXT,MATVARDETAL,MATVARDETAL_ANM,ENHET,MATV_STD,RAPPORTERINGSGRANS_LOQ,DETEKTIONSGRANS_LOD,MATOSAKERHET,MATOSAKERHET_ENHET,MATOSAKERHET_TYP,MATVARDESPAR,DATUM_REG,PROV_LAGR,PROV_BERED,PROVKARL,ANALYS_DAT,ANALYS_MET,ACKREDITERAD_MET,ANALYS_INSTR,KOMMENTAR_MATVARDE
Kvicksilver,CH01/86,C1972/08089,C1972/08089 CH19,TRC,,MUSKEL,,322,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1972/08090,C1972/08090 NA,NRM,,HELKROPP,,905,"",g,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1972/08090,C1972/08090 730024,NSL,,MUSKEL,,1.27,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1972/08090,C1972/08090 CH20,TRC,,MUSKEL,,400,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1972/08091,C1972/08091 NA,NRM,,HELKROPP,,650,"",g,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1972/08091,C1972/08091 730025,NSL,,MUSKEL,,0.51,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1972/08091,C1972/08091 CH21,TRC,,MUSKEL,,235,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1972/08092,C1972/08092 NA,NRM,,HELKROPP,,675,"",g,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1972/08092,C1972/08092 730026,NSL,,MUSKEL,,0.51,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1972/08092,C1972/08092 CH22,TRC,,MUSKEL,,410,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt (medelvärde),CH12/234,C1972/08096-08105,C1972/08096-08105 NA,NRM,,HELKROPP,,729,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder (medelvärde),CH12/241,C1972/08096-08105,C1972/08096-08105 NA,NRM,,HELKROPP,,2.7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,0.71,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibensofuran (2,3,7,8-TCDF)",CH07/214,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,38,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibenso-p-dioxin (2,3,7,8-TCDD)",CH07/215,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibensofuran (1,2,3,7,8-PeCDF)",CH07/60,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"2,3,4,7,8-Pentaklordibensofuran (2,3,4,7,8-PeCDF)",CH07/197,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibenso-p-dioxin (1,2,3,7,8-PeCDD)",CH07/61,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibensofuran (1,2,3,4,7,8-HxCDF)",CH07/32,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibensofuran (1,2,3,6,7,8-HxCDF)",CH07/46,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"2,3,4,6,7,8-Hexaklordibensofuran (2,3,4,6,7,8-HxCDF)",CH07/191,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibensofuran (1,2,3,7,8,9-HxCDF)",CH07/52,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,1.4,<,pg.g-1.lv-1,q,1.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibenso-p-dioxin (1,2,3,4,7,8-HxCDD)",CH07/33,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,4.2,<,pg.g-1.lv-1,q,4.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibenso-p-dioxin (1,2,3,6,7,8-HxCDD)",CH07/47,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,4.2,<,pg.g-1.lv-1,q,4.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibenso-p-dioxin (1,2,3,7,8,9-HxCDD)",CH07/53,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,4.2,<,pg.g-1.lv-1,q,4.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibensofuran (1,2,3,4,6,7,8-HpCDF)",CH07/22,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,28.2,<,pg.g-1.lv-1,q,28.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8,9-Heptaklordibensofuran (1,2,3,4,7,8,9-HpCDF)",CH07/27,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,28.2,<,pg.g-1.lv-1,q,28.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibenso-p-dioxin (1,2,3,4,6,7,8-HpCDD)",CH07/23,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,28.2,<,pg.g-1.lv-1,q,28.2,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibensofuran (1,2,3,4,6,7,8,9-OCDF)",CH07/16,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,70.4,<,pg.g-1.lv-1,q,70.4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibenso-p-dioxin (1,2,3,4,6,7,8,9-OCDD)",CH07/17,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,70.4,<,pg.g-1.lv-1,q,70.4,,,,,Ja,,FRYST,,,,,,,
"3,3',4,4'-Tetraklorbifenyl (PCB77)",CH07/260,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,184.5,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5-Pentaklorbifenyl (PCB126)",CH07/258,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,193,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5,5'-Hexaklorbifenyl (PCB169)",CH07/256,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,67.6,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,3',4,4'-Pentaklorobifenyl (PCB105)",CH07/175,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,8451,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3',4,4',5-Pentaklorbifenyl (PCB118)",CH07/185,C1972/08096-08105,C1972/08096-08105 002s077,UMU,,MUSKEL,,35352,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1972/08093,C1972/08093 NA,NRM,,HELKROPP,,775,"",g,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1972/08093,C1972/08093 730027,NSL,,MUSKEL,,0.56,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1972/08093,C1972/08093 CH23,TRC,,MUSKEL,,233,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1972/08094,C1972/08094 NA,NRM,,HELKROPP,,810,"",g,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1972/08094,C1972/08094 730028,NSL,,MUSKEL,,0.59,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1972/08094,C1972/08094 CH24,TRC,,MUSKEL,,403,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08085,C1973/08085 NA,NRM,,HELKROPP,,1945,"",g,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08085,C1973/08085 730519,NSL,,MUSKEL,,0.69,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08085,C1973/08085 CL33,TRC,,MUSKEL,,620,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08051,C1973/08051 NA,NRM,,HELKROPP,,1335,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08051,C1973/08051 NA,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08051,C1973/08051 730702,NSL,,MUSKEL,,0.64,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08051,C1973/08051 CM56,TRC,,MUSKEL,,390,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08052,C1973/08052 NA,NRM,,HELKROPP,,1700,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08052,C1973/08052 NA,NRM,,HELKROPP,,5,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08052,C1973/08052 730703,NSL,,MUSKEL,,1.02,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08052,C1973/08052 CM57,TRC,,MUSKEL,,410,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08053,C1973/08053 NA,NRM,,HELKROPP,,1050,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08053,C1973/08053 NA,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08053,C1973/08053 730704,NSL,,MUSKEL,,0.77,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08053,C1973/08053 CM58,TRC,,MUSKEL,,240,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08054,C1973/08054 NA,NRM,,HELKROPP,,1635,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08054,C1973/08054 NA,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08054,C1973/08054 730705,NSL,,MUSKEL,,0.62,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08054,C1973/08054 CM59,TRC,,MUSKEL,,250,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08055,C1973/08055 NA,NRM,,HELKROPP,,1040,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08055,C1973/08055 NA,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08055,C1973/08055 730706,NSL,,MUSKEL,,0.75,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08055,C1973/08055 CM60,TRC,,MUSKEL,,300,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08056,C1973/08056 NA,NRM,,HELKROPP,,3460,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08056,C1973/08056 NA,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08056,C1973/08056 730707,NSL,,MUSKEL,,0.6,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08056,C1973/08056 CM61,TRC,,MUSKEL,,530,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08057,C1973/08057 NA,NRM,,HELKROPP,,1625,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08057,C1973/08057 NA,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08057,C1973/08057 730708,NSL,,MUSKEL,,0.7,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08057,C1973/08057 CM62,TRC,,MUSKEL,,400,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08058,C1973/08058 NA,NRM,,HELKROPP,,1165,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08058,C1973/08058 NA,NRM,,HELKROPP,,4,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08058,C1973/08058 730709,NSL,,MUSKEL,,0.69,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08058,C1973/08058 CM63,TRC,,MUSKEL,,360,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08059,C1973/08059 NA,NRM,,HELKROPP,,1050,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08059,C1973/08059 NA,NRM,,HELKROPP,,5,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08059,C1973/08059 730710,NSL,,MUSKEL,,0.75,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08059,C1973/08059 CM64,TRC,,MUSKEL,,244,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08060,C1973/08060 NA,NRM,,HELKROPP,,1755,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08060,C1973/08060 NA,NRM,,HELKROPP,,6,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08060,C1973/08060 730711,NSL,,MUSKEL,,0.62,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08060,C1973/08060 CM65,TRC,,MUSKEL,,360,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08061,C1973/08061 NA,NRM,,HELKROPP,,530,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08061,C1973/08061 NA,NRM,,HELKROPP,,3,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08061,C1973/08061 730712,NSL,,MUSKEL,,0.72,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08062,C1973/08062 NA,NRM,,HELKROPP,,730,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08062,C1973/08062 NA,NRM,,HELKROPP,,3,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08062,C1973/08062 730713,NSL,,MUSKEL,,0.78,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08063,C1973/08063 NA,NRM,,HELKROPP,,1575,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08063,C1973/08063 NA,NRM,,HELKROPP,,5,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08063,C1973/08063 730714,NSL,,MUSKEL,,0.59,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08064,C1973/08064 NA,NRM,,HELKROPP,,2550,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08064,C1973/08064 NA,NRM,,HELKROPP,,6,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08064,C1973/08064 730715,NSL,,MUSKEL,,0.24,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08065,C1973/08065 NA,NRM,,HELKROPP,,1825,"",g,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1973/08065,C1973/08065 NA,NRM,,HELKROPP,,5,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08065,C1973/08065 730716,NSL,,MUSKEL,,0.66,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08066,C1973/08066 NA,NRM,,HELKROPP,,625,"",g,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08066,C1973/08066 2483-M065,ITMLAM,,MUSKEL,,20.8,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08066,C1973/08066 2483-M065,ITMM,,MUSKEL,,237,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08066,C1973/08066 740101,NSL,,MUSKEL,,0.59,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08066,C1973/08066 2483-L065,ITMLAM,,LEVER,,33.6,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1973/08066,C1973/08066 2483-L065,ITMM,,LEVER,,0.15,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Nickel,CH01/123,C1973/08066,C1973/08066 2483-L065,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1973/08066,C1973/08066 2483-L065,ITMM,,LEVER,,4.5,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1973/08066,C1973/08066 2483-L065,ITMM,,LEVER,,143,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1973/08066,C1973/08066 2483-L065,ITMM,,LEVER,,0.087,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1973/08066,C1973/08066 2483-L065,ITMM,,LEVER,,0.03,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08067,C1973/08067 NA,NRM,,HELKROPP,,715,"",g,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08067,C1973/08067 2483-M066,ITMLAM,,MUSKEL,,20.9,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08067,C1973/08067 2483-M066,ITMM,,MUSKEL,,249,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08067,C1973/08067 740102,NSL,,MUSKEL,,0.56,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08067,C1973/08067 2483-L066,ITMLAM,,LEVER,,31.1,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1973/08067,C1973/08067 2483-L066,ITMM,,LEVER,,0.1,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Nickel,CH01/123,C1973/08067,C1973/08067 2483-L066,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1973/08067,C1973/08067 2483-L066,ITMM,,LEVER,,6.82,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1973/08067,C1973/08067 2483-L066,ITMM,,LEVER,,151,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1973/08067,C1973/08067 2483-L066,ITMM,,LEVER,,0.035,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1973/08067,C1973/08067 2483-L066,ITMM,,LEVER,,0.03,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08068,C1973/08068 NA,NRM,,HELKROPP,,760,"",g,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08068,C1973/08068 2483-M067,ITMLAM,,MUSKEL,,20.4,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08068,C1973/08068 2483-M067,ITMM,,MUSKEL,,255,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08068,C1973/08068 740103,NSL,,MUSKEL,,0.61,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08068,C1973/08068 2483-L067,ITMLAM,,LEVER,,25.1,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1973/08068,C1973/08068 2483-L067,ITMM,,LEVER,,0.16,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Nickel,CH01/123,C1973/08068,C1973/08068 2483-L067,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1973/08068,C1973/08068 2483-L067,ITMM,,LEVER,,5.29,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1973/08068,C1973/08068 2483-L067,ITMM,,LEVER,,208,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1973/08068,C1973/08068 2483-L067,ITMM,,LEVER,,0.094,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1973/08068,C1973/08068 2483-L067,ITMM,,LEVER,,0.05,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08069,C1973/08069 NA,NRM,,HELKROPP,,775,"",g,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08069,C1973/08069 2483-M068,ITMLAM,,MUSKEL,,21.1,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08069,C1973/08069 2483-M068,ITMM,,MUSKEL,,289,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08069,C1973/08069 740104,NSL,,MUSKEL,,0.55,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08069,C1973/08069 2483-L068,ITMLAM,,LEVER,,34.5,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1973/08069,C1973/08069 2483-L068,ITMM,,LEVER,,0.15,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Nickel,CH01/123,C1973/08069,C1973/08069 2483-L068,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1973/08069,C1973/08069 2483-L068,ITMM,,LEVER,,9.73,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1973/08069,C1973/08069 2483-L068,ITMM,,LEVER,,196,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1973/08069,C1973/08069 2483-L068,ITMM,,LEVER,,0.087,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1973/08069,C1973/08069 2483-L068,ITMM,,LEVER,,0.02,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08070,C1973/08070 NA,NRM,,HELKROPP,,810,"",g,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08070,C1973/08070 2483-M069,ITMLAM,,MUSKEL,,20.8,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08070,C1973/08070 2483-M069,ITMM,,MUSKEL,,310,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08070,C1973/08070 740105,NSL,,MUSKEL,,0.52,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08070,C1973/08070 2483-L069,ITMLAM,,LEVER,,30.5,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1973/08070,C1973/08070 2483-L069,ITMM,,LEVER,,0.16,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Nickel,CH01/123,C1973/08070,C1973/08070 2483-L069,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1973/08070,C1973/08070 2483-L069,ITMM,,LEVER,,8.08,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1973/08070,C1973/08070 2483-L069,ITMM,,LEVER,,203,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1973/08070,C1973/08070 2483-L069,ITMM,,LEVER,,0.058,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1973/08070,C1973/08070 2483-L069,ITMM,,LEVER,,0.02,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1973/08071,C1973/08071 NA,NRM,,HELKROPP,,875,"",g,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1973/08071,C1973/08071 2483-M070,ITMLAM,,MUSKEL,,20.2,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1973/08071,C1973/08071 2483-M070,ITMM,,MUSKEL,,206,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1973/08071,C1973/08071 740106,NSL,,MUSKEL,,0.53,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
